Hostname,Agent UUID,Status,Status Reason,Last Reported,Last User,Operating System,Sysmon,IP Address,Mac Address,Version,Containment Driver,VDI State
5CG21577PP,196dd810-e759-4462-b1e7-8b745927639a,Offline (16 hours),,2024-07-18 16:22:14 +0000 UTC,huertasc,Microsoft Windows 10,13.31,"10.33.112.60, 10.200.12.56","e8:ea:6a:4d:5d:2f, 00:93:37:b3:7d:4c",2023-02_138,disabled,None
5CG3213FTR,a7df37f4-2cd8-4a9b-9c56-39299448d8f4,Offline (9 hours),,2024-07-18 23:08:42 +0000 UTC,dysonq,Microsoft Windows 10,13.31,192.168.86.21,10:f6:0a:50:04:b0,2023-02_138,disabled,None
5CG2153K5P,a165a771-751f-4be6-a0ea-65bcbadc2219,Offline (5 hours),,2024-07-19 03:20:59 +0000 UTC,weiklec,Microsoft Windows 10,13.31,"192.168.24.42, 172.20.1.64","00:05:9a:3c:7a:00, 70:a8:d3:57:b2:14",2023-02_138,disabled,None
5CG2113LQK,d078784c-4b88-4139-8ea2-c6236f4277d2,Offline (10 hours),,2024-07-18 22:43:02 +0000 UTC,millerni,Microsoft Windows 10,13.31,10.200.10.44,7c:21:4a:0f:6c:b6,2023-02_138,disabled,None
5CG3107L29,594a89d8-aa28-4092-8e70-d97cbf65ca9b,Offline (10 hours),,2024-07-18 23:04:59 +0000 UTC,kronenbm,,13.31,192.168.1.19,f4:c8:8a:44:40:71,2023-02_138,disabled,None
5CG3107L23,86d3f7dd-bf62-41ca-929d-c20b6fb2c56d,Offline (7 hours),,2024-07-19 01:26:36 +0000 UTC,jonesdu,Microsoft Windows 10,13.31,10.0.0.64,f4:c8:8a:44:51:e2,2023-02_138,disabled,None
5CG2402C88,3cb775d6-c0cb-4ba3-9a62-fcd7e8215e11,Offline (13 hours),,2024-07-18 19:53:23 +0000 UTC,shoemakj,Microsoft Windows 10,13.31,"192.168.27.210, 192.168.1.4","00:05:9a:3c:7a:00, 00:a0:c6:00:00:00",2023-02_138,disabled,None
5CD207B0VH,054d51ad-acf4-4c29-a06b-e3ab4ce64ada,Offline (12 hours),,2024-07-18 20:50:12 +0000 UTC,SWN,Microsoft Windows 10,13.31,10.35.92.136,c4:bd:e5:a2:55:2b,2023-02_138,disabled,None
5CG2077HGK,5e79bf39-56ae-4d4d-b233-20ea32bd8fed,Offline (16 hours),,2024-07-18 16:21:03 +0000 UTC,montgomb,Microsoft Windows 10,13.31,"192.168.27.129, 192.168.1.130","00:05:9a:3c:7a:00, c4:bd:e5:7f:9b:30",2023-02_138,disabled,None
MXL3353MY3,c48bbb98-c1a5-4f47-aa35-20ab7247a90d,Offline (3 hours),,2024-07-19 05:12:56 +0000 UTC,LOC5,Microsoft Windows 10,13.31,10.192.98.13,e0:73:e7:19:db:8d,2023-02_138,disabled,None
MXL3353MY2,32c2581f-7b38-46d3-86fb-2dd151bb7611,Offline (3 hours),,2024-07-19 05:27:02 +0000 UTC,brazzemi,Microsoft Windows 10,13.31,10.33.48.41,e0:73:e7:19:db:ac,2023-02_138,disabled,None
5CG3012PH4,0c09c77d-a948-48a7-a05d-05ef63d653b7,Offline (15 hours),,2024-07-18 17:18:47 +0000 UTC,labarrh,,,172.21.154.49,30:89:4a:67:db:1c,2023-02_138,disabled,None
MXL3353MY1,27a0e214-28d8-415e-ab40-991179b08f99,Offline (3 hours),,2024-07-19 05:45:36 +0000 UTC,dotsonb,Microsoft Windows 10,13.31,10.33.48.54,e0:73:e7:19:db:26,2023-02_138,disabled,None
MXL3353MXV,1a47d668-910a-4914-adbc-6d360165aa18,Offline (10 hours),,2024-07-18 22:51:02 +0000 UTC,barkers,Microsoft Windows 10,13.31,10.33.64.40,e0:73:e7:19:db:b8,2023-02_138,disabled,None
5CG21577GK,859ef5b7-f135-4536-b223-16aa32554086,Offline (10 hours),,2024-07-18 22:07:18 +0000 UTC,srallaj,Microsoft Windows 10,13.31,"10.33.128.63, 10.200.4.40","84:69:93:9d:d1:65, 00:93:37:b3:c5:90",2023-02_138,disabled,None
5CG21577MS,e27d9200-8951-4e8b-87aa-e81832754d6e,Offline (11 hours),,2024-07-18 21:51:17 +0000 UTC,gutierrd,Microsoft Windows 10,13.31,10.33.64.23,e8:ea:6a:4d:5c:cb,2023-02_138,disabled,None
MXL3353MXM,daeb548b-fb89-45da-935d-c40909f2b29a,Offline (3 hours),,2024-07-19 05:32:05 +0000 UTC,novelloj,Microsoft Windows 10,13.31,10.33.80.15,e0:73:e7:19:d7:7c,2023-02_138,disabled,None
5CG2077H35,c251c667-e761-4342-8705-53f0e1551f2d,Offline (12 hours),,2024-07-18 21:03:58 +0000 UTC,schneckb,Microsoft Windows 10,13.31,"10.33.80.47, 10.200.6.30","e8:ea:6a:4d:5d:31, c4:bd:e5:7f:9b:df",2023-02_138,disabled,None
5CG3120GP6,a7e0a789-28b9-45c0-9f90-6fd1395664c2,Offline (9 hours),,2024-07-18 23:08:53 +0000 UTC,turciosb,Microsoft Windows 10,13.31,192.168.0.37,f4:c8:8a:42:89:fc,2023-02_138,disabled,None
5CG212F7TY,e23814b4-2734-4db6-8fab-08115a055f93,Offline (10 hours),,2024-07-18 22:40:57 +0000 UTC,magrinik,Microsoft Windows 10,13.31,"192.168.26.231, 10.33.128.10, 10.200.6.31","00:05:9a:3c:7a:00, a8:b1:3b:f5:76:83, c4:03:a8:8b:54:e8",2023-02_138,disabled,None
5CG2113MJZ,46c317fd-e309-4c19-be1f-86c1d7989dc7,Offline (9 hours),,2024-07-18 23:36:30 +0000 UTC,whitingb,Microsoft Windows 10,13.31,10.0.0.43,7c:21:4a:0b:82:1d,2023-02_138,disabled,None
MXL3353MXB,a3db22d3-4a9c-4129-8b8d-4112aa108f60,Offline (11 hours),,2024-07-18 21:49:03 +0000 UTC,woodulm,Microsoft Windows 10,13.31,10.33.80.34,e0:73:e7:b0:ef:85,2023-02_138,disabled,None
5CG2152BCV,eaaf280a-b56d-45cf-a669-7874f50d0b49,Offline (12 hours),,2024-07-18 20:59:50 +0000 UTC,froelicj,Microsoft Windows 10,13.31,10.35.92.206,70:a8:d3:5c:28:ad,2023-02_138,disabled,None
5CG21529H9,a1dc0f1e-39e9-469b-bfcc-840b9bf6bde0,Offline (7 hours),,2024-07-19 01:14:45 +0000 UTC,kronenbe,Microsoft Windows 10,13.31,192.168.1.227,70:a8:d3:5d:4b:16,2023-02_138,disabled,None
5CG2077TT7,f38a8f06-b0b4-4375-97fe-6c13a2c5d866,Offline (10 hours),,2024-07-18 22:27:59 +0000 UTC,krauses,Microsoft Windows 10,13.31,"10.33.96.46, 10.200.14.42","e8:ea:6a:4d:5d:38, c4:bd:e5:80:aa:ca",2023-02_138,disabled,None
MXL3353MY8,138ea5f8-72cc-490c-b09c-7cb972559955,Offline (3 hours),,2024-07-19 05:23:04 +0000 UTC,wolfek,Microsoft Windows 10,13.31,10.33.80.23,e0:73:e7:b5:3d:19,2023-02_138,disabled,None
5CG31942CK,66c3df39-e2a0-49d0-9c24-d0e22cddeb17,Offline (13 hours),,2024-07-18 19:20:16 +0000 UTC,lovatoc,Microsoft Windows 10,13.31,10.200.6.58,ac:19:8e:32:6c:98,2023-02_138,disabled,None
5CG31942CJ,b7ddc006-4659-4415-9169-119d731800ad,Offline (11 hours),,2024-07-18 21:50:26 +0000 UTC,snyderj,Microsoft Windows 10,13.31,"192.168.26.245, 192.168.1.217","00:05:9a:3c:7a:00, ac:19:8e:32:6d:29",2023-02_138,disabled,None
5CG2402C7D,5a4d3f3f-3f43-40eb-9c8a-7006c45f13ee,Offline (2 days),,2024-07-16 17:32:43 +0000 UTC,congerg,Microsoft Windows 10,13.31,10.35.92.128,58:ce:2a:57:64:da,2023-02_138,disabled,None
5CG21574YF,40ca30d1-2421-41c8-9da8-09cbc2bd020b,Offline (2 hours),,2024-07-19 06:29:38 +0000 UTC,wilsosta,Microsoft Windows 10,13.31,10.68.17.19,84:69:93:9d:32:50,2023-02_138,disabled,None
5CG21576JC,a7b96618-dee1-4891-a5a4-d74e7fa70c22,Offline (0 hours),,2024-07-19 08:16:05 +0000 UTC,lafferko,Microsoft Windows 10,13.31,10.10.170.16,00:93:37:ef:02:86,2023-02_138,disabled,None
5CD207D4QY,51c3a3b2-63fb-4d79-a311-7423c2598a56,Offline (11 hours),,2024-07-18 21:09:31 +0000 UTC,henslina,Microsoft Windows 10,13.31,"10.33.64.46, 10.200.2.37","80:3f:5d:08:71:a7, f8:b5:4d:44:1e:e8",2023-02_138,disabled,None
5CG30335G5,83b9d318-177b-4618-be29-50b63e30a6df,Offline (11 hours),,2024-07-18 21:48:39 +0000 UTC,talbotts,Microsoft Windows 10,13.31,"192.168.26.142, 192.168.0.20","00:05:9a:3c:7a:00, a0:29:42:a9:c3:0b",2023-02_138,disabled,None
5CG3012PG7,b265a5ca-7951-4836-be0c-b4263d277430,Offline (11 hours),,2024-07-18 21:13:20 +0000 UTC,klingens,Microsoft Windows 10,13.31,10.33.48.27,80:3f:5d:08:39:93,2023-02_138,disabled,None
5CG3120GNM,87a1cab2-9e70-42a7-8443-d6cb66390176,Offline (10 hours),,2024-07-18 22:17:15 +0000 UTC,inbodyp,Microsoft Windows 10,13.31,"10.33.32.22, 10.200.2.25","e0:73:e7:58:b8:36, f4:c8:8a:41:69:af",2023-02_138,disabled,None
5CG3120GPS,17d53cc7-a7f1-428d-9a93-f7d75426a728,Offline (10 hours),,2024-07-18 22:07:44 +0000 UTC,glymphk,Microsoft Windows 10,13.31,10.200.4.24,f4:c8:8a:42:4c:99,2023-02_138,disabled,None
5CG2152B9W,1ad1fb81-73f3-4c02-ae9b-d5d8322eac24,Offline (8 hours),,2024-07-19 00:06:46 +0000 UTC,villarrd,Microsoft Windows 10,13.31,192.168.40.66,70:a8:d3:5d:4b:b6,2023-02_138,disabled,None
5CG2402CM4,dda28457-570c-4053-8573-2c1a5545b892,Offline (12 hours),,2024-07-18 20:58:12 +0000 UTC,pimientp,Microsoft Windows 10,13.31,"192.168.24.60, 192.168.1.246","00:05:9a:3c:7a:00, 58:ce:2a:57:2e:3e",2023-02_138,disabled,None
5CG30335GL,5a6f0500-446f-4be8-a3c6-f5356565c0d1,Offline (14 hours),,2024-07-18 18:26:30 +0000 UTC,collinsj,Microsoft Windows 10,13.31,172.20.10.3,a0:29:42:a9:34:13,2023-02_138,disabled,None
5CG31942CL,45b5c84d-7a93-4753-ba46-a115899207bb,Offline (2 hours),,2024-07-19 06:09:46 +0000 UTC,beelarj,Microsoft Windows 10,13.31,192.168.0.72,ac:19:8e:32:4b:87,2023-02_138,disabled,None
5CG3012PJR,822a5949-3990-4239-993b-d8f629aee838,Offline (1 day),,2024-07-17 17:17:08 +0000 UTC,roehlk,Microsoft Windows 10,13.31,192.168.1.87,30:89:4a:67:48:05,2023-02_138,disabled,None
5CG3351JNZ,ae0d99d3-a269-4b3c-b1aa-de934a3b9d96,Offline (6 hours),,2024-07-19 02:22:25 +0000 UTC,newmanj,Microsoft Windows 10,13.31,"192.168.27.216, 192.168.21.181","00:05:9a:3c:7a:00, 68:7a:64:ef:c5:1d",2023-02_138,disabled,None
5CG2402CZJ,302c91df-32f2-4196-8b01-7f7fbd07f436,Offline (12 hours),,2024-07-18 20:36:17 +0000 UTC,finec,Microsoft Windows 10,13.31,"192.168.27.220, 192.168.100.55","00:05:9a:3c:7a:00, 58:ce:2a:57:02:79",2023-02_138,disabled,None
5CG30335F6,f9698d16-af33-47f6-8ad2-c177068eac43,Offline (6 hours),,2024-07-19 02:26:33 +0000 UTC,thomassb,Microsoft Windows 10,13.31,192.168.1.229,a0:29:42:af:89:3a,2023-02_138,disabled,None
MXL3393QKC,5882bdf0-c5f8-419d-892e-73b98538ee13,Offline (1 day),,2024-07-17 23:06:32 +0000 UTC,hamzehlk,Microsoft Windows 10,13.31,10.33.16.34,bc:0f:f3:c3:a9:61,2023-02_138,disabled,None
5CG21662M0,d40a032b-944f-4d80-9292-bfe5cf10b559,Offline (6 hours),,2024-07-19 02:59:26 +0000 UTC,picardL,Microsoft Windows 10,13.31,10.0.0.41,b0:3c:dc:ad:24:7e,2023-02_138,disabled,None
5CG2402BXB,2362d588-733a-40ec-a866-308050ef04ca,Offline (11 hours),,2024-07-18 21:39:55 +0000 UTC,hirtzs,Microsoft Windows 10,13.31,10.64.16.57,38:ca:84:58:9a:7b,2023-02_138,disabled,None
3ITTA19636,35050244-c583-4d27-a584-3b1fc072f445,Offline (18 hours),,2024-07-18 14:59:23 +0000 UTC,ballc,Microsoft Windows 10,13.31,172.20.10.3,04:e8:b9:f7:7a:d8,2023-02_138,disabled,None
3ITTA19650,f9bcf93d-0ccb-4d6b-ac00-1d0502c44ec9,Offline (20 hours),,2024-07-18 12:47:35 +0000 UTC,taylobra,Microsoft Windows 10,13.31,192.168.86.148,04:e8:b9:f7:7a:79,2023-02_138,disabled,None
3HTTA87661,b440275a-0636-46dc-85e0-696a0dc96f48,Offline (1 day),,2024-07-17 13:51:41 +0000 UTC,weemsj,Microsoft Windows 10,13.31,"192.168.27.217, 172.20.10.2","00:05:9a:3c:7a:00, 68:7a:64:ab:52:43",2023-02_138,disabled,None
5CG2077TP9,04823671-f04b-48cb-bfa0-31cbf1174443,Offline (1 hour),,2024-07-19 07:37:09 +0000 UTC,mackeyj,Microsoft Windows 10,13.31,"192.168.27.188, 192.168.5.82","00:05:9a:3c:7a:00, c4:bd:e5:d5:af:b1",2023-02_138,disabled,None
5CG2402C3F,0e079358-a821-4d02-8903-ab8877f37495,Offline (11 hours),,2024-07-18 22:03:06 +0000 UTC,adamst,Microsoft Windows 10,13.31,"10.33.112.16, 10.200.14.24","38:ca:84:58:8b:6c, e0:d0:45:83:88:f8",2023-02_138,disabled,None
MXL3393QK9,705b36b4-e0a6-48ab-ae8b-34bde30dd95b,Offline (3 hours),,2024-07-19 05:32:29 +0000 UTC,carriged,Microsoft Windows 10,13.31,10.69.17.26,bc:0f:f3:c3:a9:3e,2023-02_138,disabled,None
MXL3393QKB,f07d5588-81f7-4e3a-a21b-8c1b2d49bdd3,Offline (3 hours),,2024-07-19 05:12:23 +0000 UTC,millerj,Microsoft Windows 10,13.31,10.69.17.15,bc:0f:f3:c3:a9:1f,2023-02_138,disabled,None
5CG3120GPL,c7f3b6f4-6539-45b0-8b40-eda13441a199,Offline (10 hours),,2024-07-18 22:28:32 +0000 UTC,lalannej,Microsoft Windows 11,13.31,"10.33.112.103, 192.168.5.1, 192.168.177.1, 192.168.110.1, 10.200.0.36","e0:73:e7:58:c8:a4, 00:50:56:c0:00:01, 00:50:56:c0:00:02, 00:50:56:c0:00:08, f4:c8:8a:43:14:2b",2023-02_138,disabled,None
5CG30335DV,375369a8-7cb8-4c65-8b22-c76ec309e5c8,Offline (13 hours),,2024-07-18 19:48:20 +0000 UTC,jenninta,Microsoft Windows 10,13.31,"192.168.26.129, 172.20.10.5","00:05:9a:3c:7a:00, a0:29:42:ae:53:3a",2023-02_138,disabled,None
5CG21661Y3,26a2ea19-e659-4ba2-ba02-d51702969e52,Offline (11 hours),,2024-07-18 21:58:58 +0000 UTC,maldonal,Microsoft Windows 10,13.31,"10.33.48.15, 10.200.14.25","e8:ea:6a:4d:5c:8a, b0:3c:dc:a0:e4:34",2023-02_138,disabled,None
5CG215775B,37269a8f-5f9c-4b45-8f8e-bb1f164e6b7c,Offline (10 hours),,2024-07-18 22:33:45 +0000 UTC,hazardr,Microsoft Windows 10,13.31,192.168.1.76,00:93:37:de:57:65,2023-02_138,disabled,None
5CG2077TXN,1c5e6835-d276-45c8-a253-c3001af032b1,Offline (11 hours),,2024-07-18 21:45:21 +0000 UTC,bhimasanv,Microsoft Windows 10,13.31,192.168.4.148,60:a5:e2:51:be:54,2023-02_138,disabled,None
MXL3393QK7,ba6ea955-ab1e-4051-9ae8-09e024b3b117,Offline (3 hours),,2024-07-19 05:13:29 +0000 UTC,Holdermj,Microsoft Windows 10,13.31,10.64.68.136,bc:0f:f3:c3:a8:b7,2023-02_138,disabled,None
5CG2402CYS,8d79033a-4005-40c1-bd1b-1fe621decbb4,Offline (11 hours),,2024-07-18 21:22:45 +0000 UTC,watersda,Microsoft Windows 10,13.31,"10.33.128.21, 10.200.14.21","38:ca:84:55:3f:ac, 58:ce:2a:57:b7:5f",2023-02_138,disabled,None
5CG2113MK3,8f206c45-3b34-4bd2-99cc-c09222d4b8a6,Offline (12 hours),,2024-07-18 20:22:59 +0000 UTC,joses,Microsoft Windows 10,13.31,192.168.2.243,7c:21:4a:0b:90:eb,2023-02_138,disabled,None
5CG2402CTD,ce2ceb23-48b5-4b79-b430-f2f1d19923ea,Offline (14 hours),,2024-07-18 19:02:41 +0000 UTC,beltonj,Microsoft Windows 10,13.31,10.69.21.22,58:ce:2a:55:28:e6,2023-02_138,disabled,None
SWHOEHVM01,0b83b3fb-37b1-4e44-9c00-32b7f79d0788,Offline (3 hours),,2024-07-19 05:49:12 +0000 UTC,haqmale,Microsoft Windows 10,13.31,10.33.112.153,00:15:5d:70:1c:09,2023-02_138,disabled,None
SWHOEHVM04,a7add83f-86f1-49e1-a461-376936886ef1,Offline (3 hours),,2024-07-19 05:40:22 +0000 UTC,haqmale,Microsoft Windows 10,13.31,10.33.112.149,00:15:5d:70:1c:06,2023-02_138,disabled,None
SWHOEHVM03,2d52fc18-8741-4035-9dee-6a0ff08f1365,Offline (3 hours),,2024-07-19 05:52:35 +0000 UTC,haqmale,Microsoft Windows 10,13.31,10.33.112.150,00:15:5d:70:1c:07,2023-02_138,disabled,None
SWHOEHVM05,3951a4c7-638f-4b39-86e3-4df19e8d3f44,Offline (3 hours),,2024-07-19 05:42:40 +0000 UTC,haqmale,Microsoft Windows 10,13.31,10.33.112.148,00:15:5d:70:1c:05,2023-02_138,disabled,None
SWHOEHVM02,860d8ed9-a250-4651-a13d-b563e691a70e,Offline (3 hours),,2024-07-19 05:42:37 +0000 UTC,haqmale,Microsoft Windows 10,13.31,10.33.112.152,00:15:5d:70:1c:08,2023-02_138,disabled,None
5CG21577GC,685e60a9-157c-4d51-94b3-6dd09b1e551f,Offline (10 hours),,2024-07-18 22:52:05 +0000 UTC,mcbridej,Microsoft Windows 10,13.31,192.168.78.206,bc:6e:e2:6a:8c:cc,2023-02_138,disabled,None
5CG3120G9Z,0bdae52b-c8ba-492f-94e9-3a7d116e0082,Offline (11 hours),,2024-07-18 21:18:57 +0000 UTC,romeror,Microsoft Windows 10,13.31,10.33.112.14,e0:73:e7:57:a6:94,2023-02_138,disabled,None
DARDSBSPDM02,462ce31a-444c-4554-ab4b-a4c8004df293,Offline (4 hours),,2024-07-19 05:00:50 +0000 UTC,,Microsoft Windows Server 2022,13.31,172.20.38.241,00:50:56:9c:e1:27,2023-02_138,disabled,None
5CG2077HHF,c06f1146-8d32-421f-8114-ad7e734f9b20,Offline (5 hours),,2024-07-19 03:54:41 +0000 UTC,antoniol,Microsoft Windows 10,13.31,"192.168.27.22, 172.27.0.69","00:05:9a:3c:7a:00, f8:b5:4d:f0:1e:b4",2023-02_138,disabled,None
5CG2113KVX,019224f6-b572-404a-b78c-e1a43592b86c,Offline (9 hours),,2024-07-18 23:18:49 +0000 UTC,Ghafoors,Microsoft Windows 10,13.31,10.33.96.56,80:3f:5d:08:71:36,2023-02_138,disabled,None
5CG2077TMF,a010f89b-0e37-499d-8f8e-c60c25eed850,Offline (11 hours),,2024-07-18 21:46:52 +0000 UTC,blained,Microsoft Windows 10,13.31,"10.33.80.33, 10.200.4.58","e8:ea:6a:4d:5c:bd, c4:bd:e5:d6:77:7a",2023-02_138,disabled,None
5CG2077SXJ,b2c2c8c4-6a51-46d1-b717-c72b81e7ce6a,Offline (13 hours),,2024-07-18 19:48:46 +0000 UTC,riebeset,Microsoft Windows 10,13.31,"10.33.96.15, 10.200.8.14","e8:ea:6a:4d:5d:28, c4:bd:e5:d5:eb:20",2023-02_138,disabled,None
5CG2113L32,a369ed7a-6eee-4404-9def-441bd34fc59a,Offline (12 hours),,2024-07-18 20:47:34 +0000 UTC,barronco,Microsoft Windows 10,13.31,"10.33.16.75, 10.200.6.25","a8:b1:3b:e9:1d:3e, 20:c1:9b:a4:33:5f",2023-02_138,disabled,None
5CG2113LY8,bbd36838-307b-4aaf-ab32-9d83d1d36bd5,Offline (13 hours),,2024-07-18 19:48:01 +0000 UTC,mccaulma,Microsoft Windows 10,13.31,"192.168.27.240, 192.168.0.35","00:05:9a:3c:7a:00, 7c:21:4a:0d:0d:59",2023-02_138,disabled,None
5CG3012PJP,9f06cbb8-db52-49ba-8193-cc7da28501c7,Offline (11 hours),,2024-07-18 21:57:18 +0000 UTC,haguewoj,Microsoft Windows 10,13.31,"10.33.112.40, 10.200.8.23","7c:4d:8f:31:b6:60, 30:89:4a:67:94:ef",2023-02_138,disabled,None
5CG3351JNX,f69cb40f-a1ea-424c-8cae-679526a2ff65,Offline (6 hours),,2024-07-19 02:57:42 +0000 UTC,gieslerc,Microsoft Windows 10,13.31,10.0.0.96,68:7a:64:ef:c4:e1,2023-02_138,disabled,None
5CG30335DL,6dbf2e31-9854-4659-b53e-ee1cdc17d8cf,Offline (11 hours),,2024-07-18 21:14:47 +0000 UTC,schwinnb,Microsoft Windows 10,13.31,10.65.18.11,28:6b:35:02:e7:25,2023-02_138,disabled,None
MXL3353MXN,8854ccd1-f638-4397-be85-da54e4b1368a,Offline (3 hours),,2024-07-19 05:45:30 +0000 UTC,eliasb,Microsoft Windows 10,13.31,10.33.128.37,e0:73:e7:19:d6:62,2023-02_138,disabled,None
5CG30335FM,f8ffb0ec-02fc-4444-8a28-3cefb7ece1a2,Offline (1 day),,2024-07-17 17:13:23 +0000 UTC,paytej,Microsoft Windows 10,13.31,"192.168.27.212, 172.20.10.2","00:05:9a:3c:7a:00, a0:29:42:a9:e7:91",2023-02_138,disabled,None
5CG2402C7F,663dff6c-5706-4218-ba40-cfaec3e45816,Offline (13 hours),,2024-07-18 19:26:18 +0000 UTC,fordm,Microsoft Windows 10,13.31,10.64.69.11,e0:d0:45:83:89:c5,2023-02_138,disabled,None
5CG3351JP4,5108e28d-892a-488d-b11e-22f319411711,Offline (10 hours),,2024-07-18 22:08:57 +0000 UTC,carrellc,Microsoft Windows 10,13.31,10.33.64.55,64:4e:d7:c4:26:c3,2023-02_138,disabled,None
5CG2402BXR,f62ac9ca-678d-4387-b3ca-256e453296c9,Offline (6 hours),,2024-07-19 02:07:58 +0000 UTC,motleyd,Microsoft Windows 10,13.31,"192.168.26.147, 10.0.0.61","00:05:9a:3c:7a:00, 58:ce:2a:57:5d:f5",2023-02_138,disabled,None
5CG3012PBV,54f6fc82-00a6-404c-a51e-da4554910131,Offline (13 hours),,2024-07-18 19:13:49 +0000 UTC,guedryj,Microsoft Windows 10,13.31,10.33.16.37,e8:ea:6a:4d:5e:e3,2023-02_138,disabled,None
5CG2165YSM,9ce96165-c8c0-401c-9b36-273c78153f65,Offline (21 hours),,2024-07-18 11:48:01 +0000 UTC,SWN\torresi,Microsoft Windows 10,13.31,10.69.36.16,B0:3C:DC:D0:25:6E,2022-01_04,disabled,None
5CG1286MCC,1e20956a-cf43-4193-b12e-9bdadb446ae7,Offline (12 hours),,2024-07-18 20:11:28 +0000 UTC,maloneyb,Microsoft Windows 10,13.31,10.65.18.32,c4:23:60:11:7e:66,2023-02_138,disabled,None
5CG2402CZH,524f2ec9-39d3-49c3-b908-9a3c493710f8,Offline (12 hours),,2024-07-18 20:13:01 +0000 UTC,nohavitg,Microsoft Windows 10,13.31,"10.33.16.60, 10.200.0.18","80:3f:5d:08:33:54, 58:ce:2a:55:35:f2",2023-02_138,disabled,None
5CG215775C,ca845d4c-cc8a-44f3-bb2e-108b28f297ed,Offline (19 hours),,2024-07-18 13:11:23 +0000 UTC,nallye,Microsoft Windows 10,,172.20.10.2,00:93:37:de:57:6f,2023-02_138,disabled,None
5CG21577MK,56e6cea6-a373-4702-9f89-b1a75aabab70,Offline (1 day),,2024-07-17 11:46:53 +0000 UTC,crosspa,Microsoft Windows 10,13.31,10.67.11.39,00:93:37:b3:cc:6b,2023-02_138,disabled,None
MXL3353MXW,015960df-0270-4839-a80b-3bfee7e6ef8c,Offline (3 hours),,2024-07-19 05:10:21 +0000 UTC,taylord,Microsoft Windows 10,13.31,10.33.128.17,e0:73:e7:19:da:8d,2023-02_138,disabled,None
5CG2113M8N,b3491676-8971-4cb1-807d-fb615a767da5,Offline (12 hours),,2024-07-18 21:01:49 +0000 UTC,eastonc,Microsoft Windows 10,13.31,"192.168.26.136, 192.168.1.119","00:05:9a:3c:7a:00, 7c:21:4a:0c:ff:cb",2023-02_138,disabled,None
5CG33779TS,27f37291-643d-453f-b9b4-159735adedf7,Offline (6 hours),,2024-07-19 02:19:15 +0000 UTC,dudicke,Microsoft Windows 10,13.31,172.20.1.74,74:13:ea:1c:13:71,2023-02_138,disabled,None
5CG3120GPH,0792fbdd-492e-4b20-86ad-ccb52fcfbc98,Offline (8 hours),,2024-07-19 00:51:28 +0000 UTC,kirtond,,13.31,10.0.0.235,f4:c8:8a:41:fc:3a,2023-02_138,disabled,None
5CG2077V29,65961909-8ebf-4f30-bebc-140bbec76f0d,Offline (12 hours),,2024-07-18 20:11:40 +0000 UTC,trippm,Microsoft Windows 10,13.31,"10.33.96.38, 10.200.0.49","80:3f:5d:09:b7:45, 60:a5:e2:51:77:50",2023-02_138,disabled,None
5CG2402BXT,3b357d78-63c0-4482-8a36-c877287568ac,Offline (11 hours),,2024-07-18 21:20:09 +0000 UTC,lewis-wt,Microsoft Windows 10,13.31,10.200.4.18,58:ce:2a:57:5d:78,2023-02_138,disabled,None
MXL3393QW2,ddc795fa-67e5-4d9c-a033-50cd866e3883,Offline (3 hours),,2024-07-19 05:52:44 +0000 UTC,OSC01,Microsoft Windows 10,13.31,10.33.16.57,bc:0f:f3:c3:a9:47,2023-02_138,disabled,None
5CG2402D7G,3ad973f6-90b7-4cf0-b6bc-52ae0558c6d0,Offline (5 hours),,2024-07-19 03:16:37 +0000 UTC,flowere,Microsoft Windows 10,13.31,192.168.1.84,e0:d0:45:83:89:0c,2023-02_138,disabled,None
5CG3376LSW,e8c497fc-88c6-448a-8f5b-d17e7c434f64,Offline (12 hours),,2024-07-18 20:11:02 +0000 UTC,hajnoczm,Microsoft Windows 10,13.31,"172.21.42.21, 172.21.48.22","64:4e:d7:cd:51:de, 74:13:ea:1b:9a:27",2023-02_138,disabled,None
5CG212F7VX,aaf2404b-6d43-4e15-8bdc-1b3bf08b93e2,Offline (5 hours),,2024-07-19 04:02:22 +0000 UTC,escalanh,Microsoft Windows 10,13.31,"192.168.24.71, 192.168.1.239","00:05:9a:3c:7a:00, 10:a5:1d:05:f3:9d",2023-02_138,disabled,None
5CG14055QY,de779451-6d0a-480b-bfcb-a4b71d7d9e10,Offline (1 day),,2024-07-17 14:05:13 +0000 UTC,modonj,Microsoft Windows 10,13.31,"10.64.68.81, 10.64.69.30","e0:70:ea:e5:23:2b, f4:7b:09:76:4d:be",2023-02_138,disabled,None
5CG3012PGC,f53e5cde-c8c3-460d-9d3e-0c19acc51332,Offline (6 hours),,2024-07-19 02:23:10 +0000 UTC,duriok,Microsoft Windows 10,13.31,10.0.0.120,30:89:4a:66:ce:6b,2023-02_138,disabled,None
5CG3107KV3,84868bba-34cc-407a-abce-a961b22a04ee,Offline (17 hours),,2024-07-18 15:40:47 +0000 UTC,brotzmaj,Microsoft Windows 10,13.31,172.21.48.73,f4:c8:8a:44:52:37,2023-02_138,disabled,None
